customer_id,booking_date,amount,slot_start,capacity,status,town,country,product,party_size,credits_remaining
C0130,2024-11-05,45.00,14:00,8,completed,Mullingar,IE,Private hire,2,0
C0090,2024-11-07,55.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0006,2024-11-08,55.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0051,2024-11-08,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0198,2024-11-09,55.00,20:00,8,completed,Nowheresville,IE,Cold plunge,1,0
C0242,2024-11-09,55.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0376,2024-11-09,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0360,2024-11-10,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0392,2024-11-10,45.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
LAPSED,2024-11-10,55.00,11:00,8,completed,Longford,IE,Private hire,1,0
C0021,2024-11-11,45.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0194,2024-11-12,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0225,2024-11-12,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0265,2024-11-12,45.00,17:00,8,completed,Belfast,GB,Private hire,1,0
C0188,2024-11-13,45.00,20:00,8,completed,,,Ten-pack,1,0
C0344,2024-11-14,55.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0078,2024-11-15,45.00,18:00,8,completed,,,Sauna session,1,0
C0258,2024-11-15,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0259,2024-11-15,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0305,2024-11-15,45.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0123,2024-11-16,55.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0179,2024-11-17,45.00,18:00,8,completed,Cavan,IE,Sauna session,2,0
C0240,2024-11-17,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0357,2024-11-17,55.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0256,2024-11-18,55.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0053,2024-11-19,55.00,14:00,8,completed,Granard,IE,Private hire,2,0
C0238,2024-11-19,55.00,20:00,8,no_show,,,Sauna session,1,0
C0192,2024-11-20,45.00,11:00,8,completed,,,Ten-pack,2,0
C0279,2024-11-21,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0181,2024-11-23,45.00,18:00,8,completed,Longford,IE,Sauna session,2,0
C0242,2024-11-23,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0286,2024-11-23,45.00,11:00,8,completed,Longford,IE,Sauna session,1,0
C0096,2024-11-24,45.00,20:00,8,completed,Belfast,GB,Private hire,1,0
C0304,2024-11-24,45.00,17:00,8,completed,Dublin,IE,Private hire,1,0
LAPSED,2024-11-24,55.00,11:00,8,completed,Longford,IE,Private hire,1,0
C0056,2024-11-25,45.00,14:00,8,completed,Sligo,IE,Cold plunge,1,0
C0043,2024-11-26,45.00,14:00,8,completed,Mullingar,IE,Cold plunge,1,0
C0194,2024-11-26,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0090,2024-11-28,45.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0344,2024-11-28,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0051,2024-11-29,55.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0125,2024-11-29,45.00,14:00,8,completed,Longford,IE,Ten-pack,1,0
C0083,2024-11-30,45.00,18:00,8,completed,Longford,IE,Ten-pack,1,0
C0123,2024-11-30,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0360,2024-12-01,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0392,2024-12-01,45.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
C0021,2024-12-02,45.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0225,2024-12-03,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0188,2024-12-04,55.00,20:00,8,completed,,,Ten-pack,1,0
C0258,2024-12-06,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0259,2024-12-06,45.00,17:00,8,no_show,Mullingar,IE,Cold plunge,2,5
C0077,2024-12-08,55.00,14:00,8,completed,Dublin,IE,Sauna session,1,5
LAPSED,2024-12-08,55.00,11:00,8,completed,Longford,IE,Private hire,1,0
C0256,2024-12-09,55.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0015,2024-12-10,45.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0194,2024-12-10,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0238,2024-12-10,45.00,20:00,8,completed,,,Sauna session,1,0
C0192,2024-12-11,45.00,11:00,8,completed,,,Ten-pack,2,0
C0027,2024-12-12,45.00,17:00,8,cancelled,Granard,IE,Sauna session,2,0
C0344,2024-12-12,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0119,2024-12-14,45.00,14:00,8,completed,Longford,IE,Cold plunge,1,0
C0123,2024-12-14,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0198,2024-12-14,45.00,20:00,8,completed,Nowheresville,IE,Cold plunge,1,0
C0242,2024-12-14,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0096,2024-12-15,45.00,20:00,8,no_show,Belfast,GB,Private hire,1,0
C0162,2024-12-15,45.00,14:00,8,cancelled,Longford,IE,Sauna session,1,5
C0179,2024-12-15,45.00,18:00,8,completed,Cavan,IE,Sauna session,2,0
C0021,2024-12-16,55.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0318,2024-12-16,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0387,2024-12-16,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0211,2024-12-17,55.00,18:00,8,completed,Dublin,IE,Sauna session,2,0
C0225,2024-12-17,55.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0090,2024-12-19,45.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0316,2024-12-19,45.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0051,2024-12-20,55.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0258,2024-12-20,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0080,2024-12-21,45.00,17:00,8,completed,Dublin,IE,Cold plunge,1,0
C0376,2024-12-21,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0304,2024-12-22,45.00,17:00,8,cancelled,Dublin,IE,Private hire,1,0
C0327,2024-12-22,55.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0360,2024-12-22,55.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0256,2024-12-23,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0194,2024-12-24,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0265,2024-12-24,45.00,17:00,8,completed,Belfast,GB,Private hire,1,0
C0261,2024-12-25,55.00,20:00,8,completed,Dublin,IE,Sauna session,1,0
C0276,2024-12-25,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,5
C0017,2024-12-26,45.00,20:00,8,completed,Longford,IE,Cold plunge,1,0
C0344,2024-12-26,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0006,2024-12-27,45.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0071,2024-12-27,45.00,20:00,8,completed,Granard,IE,Sauna session,1,0
C0125,2024-12-27,45.00,14:00,8,completed,Longford,IE,Ten-pack,1,0
C0172,2024-12-27,45.00,11:00,8,completed,Granard,IE,Private hire,1,0
C0259,2024-12-27,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0123,2024-12-28,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0234,2024-12-28,45.00,20:00,8,completed,Cavan,IE,Sauna session,1,0
C0286,2024-12-28,45.00,11:00,8,completed,Longford,IE,Sauna session,1,0
C0283,2024-12-29,45.00,14:00,8,completed,Longford,IE,Sauna session,1,0
C0021,2024-12-30,55.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0056,2024-12-30,45.00,14:00,8,completed,Sligo,IE,Cold plunge,1,0
C0137,2024-12-30,45.00,14:00,8,completed,Cavan,IE,Ten-pack,1,0
C0318,2024-12-30,55.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0238,2024-12-31,45.00,20:00,8,completed,,,Sauna session,1,0
C0109,2025-01-01,45.00,14:00,8,completed,Dublin,IE,Cold plunge,2,0
C0192,2025-01-01,45.00,11:00,8,completed,,,Ten-pack,2,0
C0330,2025-01-01,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0027,2025-01-02,45.00,17:00,8,cancelled,Granard,IE,Sauna session,2,0
C0187,2025-01-02,45.00,14:00,8,completed,Longford,IE,Sauna session,1,0
C0279,2025-01-02,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0051,2025-01-03,55.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0258,2025-01-03,55.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0305,2025-01-03,55.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0242,2025-01-04,55.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0240,2025-01-05,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0392,2025-01-05,45.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
C0229,2025-01-06,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0015,2025-01-07,45.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0225,2025-01-07,45.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0090,2025-01-09,45.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0095,2025-01-09,45.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0259,2025-01-10,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0123,2025-01-11,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0181,2025-01-11,45.00,18:00,8,completed,Longford,IE,Sauna session,2,0
C0198,2025-01-11,45.00,20:00,8,completed,Nowheresville,IE,Cold plunge,1,0
C0086,2025-01-12,45.00,17:00,8,completed,,,Private hire,1,5
C0304,2025-01-12,45.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0360,2025-01-12,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0021,2025-01-13,45.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0256,2025-01-13,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0387,2025-01-13,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0155,2025-01-14,55.00,17:00,8,completed,Nowheresville,IE,Cold plunge,1,0
C0194,2025-01-14,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0188,2025-01-15,45.00,20:00,8,completed,,,Ten-pack,1,0
C0192,2025-01-15,55.00,11:00,8,completed,,,Ten-pack,2,0
C0278,2025-01-15,45.00,11:00,8,completed,Sligo,IE,Sauna session,1,0
C0385,2025-01-15,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0098,2025-01-16,55.00,17:00,8,completed,Cavan,IE,Ten-pack,2,0
C0344,2025-01-16,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0006,2025-01-17,45.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0065,2025-01-17,55.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0119,2025-01-18,45.00,14:00,8,completed,Longford,IE,Cold plunge,1,0
C0096,2025-01-19,55.00,20:00,8,completed,Belfast,GB,Private hire,1,0
C0207,2025-01-19,45.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0373,2025-01-19,45.00,11:00,8,completed,Cavan,IE,Private hire,2,0
C0318,2025-01-20,45.00,20:00,8,cancelled,Granard,IE,Cold plunge,2,0
C0238,2025-01-21,45.00,20:00,8,completed,,,Sauna session,1,0
C0265,2025-01-21,45.00,17:00,8,completed,Belfast,GB,Private hire,1,0
C0090,2025-01-23,55.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0095,2025-01-23,45.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0051,2025-01-24,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0061,2025-01-24,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,5
C0071,2025-01-24,55.00,20:00,8,completed,Granard,IE,Sauna session,1,0
C0258,2025-01-24,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0123,2025-01-25,45.00,18:00,8,no_show,Cavan,IE,Sauna session,1,0
C0242,2025-01-25,55.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0298,2025-01-25,45.00,14:00,8,no_show,Longford,IE,Private hire,2,5
C0179,2025-01-26,45.00,18:00,8,completed,Cavan,IE,Sauna session,2,0
C0327,2025-01-26,45.00,14:00,8,cancelled,Dublin,IE,Sauna session,1,0
C0357,2025-01-26,45.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0120,2025-01-28,45.00,14:00,8,completed,Belfast,GB,Private hire,2,0
C0225,2025-01-28,55.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0192,2025-01-29,45.00,11:00,8,completed,,,Ten-pack,2,0
C0278,2025-01-29,55.00,11:00,8,completed,Sligo,IE,Sauna session,1,0
C0385,2025-01-29,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0027,2025-01-30,45.00,17:00,8,completed,Granard,IE,Sauna session,2,0
C0184,2025-01-30,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0279,2025-01-30,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0344,2025-01-30,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0013,2025-01-31,45.00,17:00,8,no_show,Granard,IE,Sauna session,1,0
C0125,2025-01-31,45.00,14:00,8,completed,Longford,IE,Ten-pack,1,0
C0259,2025-01-31,45.00,17:00,8,cancelled,Mullingar,IE,Cold plunge,2,5
C0083,2025-02-01,45.00,18:00,8,completed,Longford,IE,Ten-pack,1,0
C0286,2025-02-01,45.00,11:00,8,completed,Longford,IE,Sauna session,1,0
C0376,2025-02-01,45.00,11:00,8,completed,Longford,IE,Cold plunge,1,0
C0240,2025-02-02,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0360,2025-02-02,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0392,2025-02-02,45.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
C0021,2025-02-03,55.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0256,2025-02-03,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0318,2025-02-03,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0194,2025-02-04,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0238,2025-02-04,55.00,20:00,8,completed,,,Sauna session,1,0
C0188,2025-02-05,45.00,20:00,8,completed,,,Ten-pack,1,0
C0090,2025-02-06,45.00,20:00,8,cancelled,Granard,IE,Cold plunge,1,0
C0006,2025-02-07,45.00,17:00,8,completed,Dublin,IE,Sauna session,1,5
C0051,2025-02-07,45.00,20:00,8,completed,Granard,IE,Ten-pack,2,0
C0172,2025-02-07,55.00,11:00,8,completed,Granard,IE,Private hire,1,0
C0123,2025-02-08,55.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0242,2025-02-08,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0162,2025-02-09,45.00,14:00,8,completed,Longford,IE,Sauna session,1,5
C0207,2025-02-09,55.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0056,2025-02-10,55.00,14:00,8,completed,Sligo,IE,Cold plunge,1,0
C0134,2025-02-10,45.00,17:00,8,no_show,Longford,IE,Cold plunge,2,0
C0387,2025-02-10,45.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0015,2025-02-11,45.00,14:00,8,completed,Sligo,IE,Private hire,1,0
C0127,2025-02-12,45.00,20:00,8,completed,Longford,IE,Private hire,1,5
C0221,2025-02-12,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,0
C0261,2025-02-12,45.00,20:00,8,completed,Dublin,IE,Sauna session,1,0
C0278,2025-02-12,45.00,11:00,8,cancelled,Sligo,IE,Sauna session,1,0
C0055,2025-02-13,55.00,17:00,8,completed,Longford,IE,Ten-pack,2,0
C0095,2025-02-13,45.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0148,2025-02-13,45.00,20:00,8,completed,Longford,IE,Sauna session,2,0
C0216,2025-02-13,55.00,18:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0231,2025-02-13,55.00,18:00,8,completed,Sligo,IE,Private hire,1,0
C0344,2025-02-13,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0258,2025-02-14,45.00,20:00,8,cancelled,Sligo,IE,Cold plunge,1,0
C0259,2025-02-14,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0305,2025-02-14,45.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0119,2025-02-15,45.00,14:00,8,completed,Longford,IE,Cold plunge,1,0
C0298,2025-02-15,45.00,14:00,8,completed,Longford,IE,Private hire,2,5
C0304,2025-02-16,45.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0360,2025-02-16,45.00,11:00,8,cancelled,Cavan,IE,Sauna session,2,0
C0097,2025-02-17,45.00,11:00,8,completed,Longford,IE,Cold plunge,2,0
C0318,2025-02-17,45.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0043,2025-02-18,45.00,14:00,8,completed,Mullingar,IE,Cold plunge,1,0
C0194,2025-02-18,55.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0225,2025-02-18,55.00,18:00,8,completed,Longford,IE,Private hire,2,0
C0265,2025-02-18,45.00,17:00,8,completed,Belfast,GB,Private hire,1,0
C0192,2025-02-19,45.00,11:00,8,completed,,,Ten-pack,2,0
C0255,2025-02-19,45.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0385,2025-02-19,45.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0090,2025-02-20,55.00,20:00,8,completed,Granard,IE,Cold plunge,1,0
C0316,2025-02-20,45.00,18:00,8,completed,Granard,IE,Ten-pack,1,0
C0013,2025-02-21,45.00,17:00,8,completed,Granard,IE,Sauna session,1,0
C0051,2025-02-21,45.00,20:00,8,cancelled,Granard,IE,Ten-pack,2,0
C0123,2025-02-22,45.00,18:00,8,completed,Cavan,IE,Sauna session,1,0
C0242,2025-02-22,45.00,14:00,8,cancelled,Longford,IE,Sauna session,1,5
C0096,2025-02-23,45.00,20:00,8,completed,Belfast,GB,Private hire,1,0
C0327,2025-02-23,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0021,2025-02-24,45.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
C0134,2025-02-24,45.00,17:00,8,completed,Longford,IE,Cold plunge,2,0
C0256,2025-02-24,45.00,11:00,8,completed,Granard,IE,Cold plunge,2,0
C0132,2025-02-25,45.00,14:00,8,completed,Granard,IE,Sauna session,1,0
C0238,2025-02-25,55.00,20:00,8,completed,,,Sauna session,1,0
C0109,2025-02-26,55.00,14:00,8,completed,Dublin,IE,Cold plunge,2,0
C0278,2025-02-26,45.00,11:00,8,completed,Sligo,IE,Sauna session,1,0
C0216,2025-02-27,45.00,18:00,8,completed,Nowheresville,IE,Sauna session,2,0
C0231,2025-02-27,45.00,18:00,8,completed,Sligo,IE,Private hire,1,0
C0071,2025-02-28,55.00,20:00,8,completed,Granard,IE,Sauna session,1,0
C0172,2025-02-28,45.00,11:00,8,completed,Granard,IE,Private hire,1,0
C0258,2025-02-28,45.00,20:00,8,completed,Sligo,IE,Cold plunge,1,0
C0259,2025-02-28,45.00,17:00,8,completed,Mullingar,IE,Cold plunge,2,5
C0281,2025-02-28,55.00,14:00,8,completed,Longford,IE,Private hire,1,5
C0196,2025-03-01,45.00,11:00,8,completed,Longford,IE,Ten-pack,2,0
C0198,2025-03-01,55.00,20:00,8,completed,Nowheresville,IE,Cold plunge,1,0
C0286,2025-03-01,45.00,11:00,8,completed,Longford,IE,Sauna session,1,0
C0298,2025-03-01,45.00,14:00,8,completed,Longford,IE,Private hire,2,5
C0376,2025-03-01,45.00,11:00,8,cancelled,Longford,IE,Cold plunge,1,0
C0174,2025-03-02,45.00,11:00,8,completed,Belfast,GB,Ten-pack,1,0
C0207,2025-03-02,55.00,17:00,8,completed,Cavan,IE,Cold plunge,1,0
C0240,2025-03-02,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,0
C0267,2025-03-02,45.00,20:00,8,completed,Nowheresville,IE,Ten-pack,2,0
C0019,2025-03-03,55.00,17:00,8,completed,,,Sauna session,1,0
C0116,2025-03-03,45.00,20:00,8,completed,,,Sauna session,1,0
C0318,2025-03-03,55.00,20:00,8,completed,Granard,IE,Cold plunge,2,0
C0194,2025-03-04,45.00,11:00,8,completed,Mullingar,IE,Sauna session,1,0
C0192,2025-03-05,55.00,11:00,8,completed,,,Ten-pack,2,0
C0255,2025-03-05,45.00,20:00,8,completed,Cavan,IE,Ten-pack,2,0
C0385,2025-03-05,55.00,14:00,8,completed,Longford,IE,Private hire,1,0
C0055,2025-03-06,55.00,17:00,8,completed,Longford,IE,Ten-pack,2,0
C0095,2025-03-06,55.00,17:00,8,completed,Longford,IE,Private hire,1,0
C0279,2025-03-06,55.00,20:00,8,completed,Longford,IE,Sauna session,1,0
C0344,2025-03-06,45.00,11:00,8,completed,Dublin,IE,Sauna session,1,0
C0085,2025-03-07,55.00,18:00,8,completed,Sligo,IE,Ten-pack,1,0
C0125,2025-03-07,45.00,14:00,8,completed,Longford,IE,Ten-pack,1,0
C0305,2025-03-07,45.00,14:00,8,completed,Longford,IE,Sauna session,2,0
C0077,2025-03-09,45.00,14:00,8,completed,Dublin,IE,Sauna session,1,5
C0179,2025-03-09,45.00,18:00,8,completed,Cavan,IE,Sauna session,2,0
C0304,2025-03-09,55.00,17:00,8,completed,Dublin,IE,Private hire,1,0
C0360,2025-03-09,45.00,11:00,8,completed,Cavan,IE,Sauna session,2,0
C0392,2025-03-09,45.00,11:00,8,completed,Cavan,IE,Ten-pack,2,0
C0021,2025-03-10,55.00,20:00,8,completed,Dublin,IE,Cold plunge,1,0
